season,team,conference,total_wins,total_losses,sp_rating,sp_rank,talent_top40,talent_top40_rank,bcr,bcr_rank,bluechips,bluechips_rank,roster_n,proven_vets,proven_vets_rank,returning_prod,returning_prod_rank,dev_total,dev_total_rank,achievement,achievement_rank,ach_offense,ach_defense,stale_2026_roster
2018,Middle Tennessee,Conference USA,8.0,6.0,-3.8,91.0,31.876100000000008,97.0,0.0175,90.0,2,74.0,114,23.0,25.0,0.7591,38.0,,,-3.84,88.0,-4.24,-0.14,False
2018,Rice,American Athletic,2.0,11.0,-26.4,128.0,31.861900000000006,98.0,0.0,114.0,0,114.0,98,20.0,66.0,0.6115,71.0,,,-26.41,129.0,-13.63,-13.93,False
2018,Ohio,Mid-American,9.0,4.0,4.0,54.0,31.8337,99.0,0.0,114.0,0,114.0,112,18.0,95.0,0.7217,48.0,,,4.04,46.0,9.59,-6.41,False
2018,Army,American Athletic,11.0,2.0,-1.5,84.0,31.7265,100.0,0.0,114.0,0,114.0,172,28.0,5.0,0.5933,75.0,,,-1.27,73.0,0.89,-0.02,False
2018,Coastal Carolina,Sun Belt,5.0,7.0,-17.2,116.0,31.627499999999998,101.0,0.009,105.0,1,94.0,111,5.0,129.0,0.3641,107.0,,,-16.79,119.0,-0.32,-16.94,False
2018,Massachusetts,Mid-American,4.0,8.0,-16.1,112.0,31.591700000000003,102.0,0.0,114.0,0,114.0,102,19.0,81.0,0.8571,15.0,,,-15.63,115.0,-0.59,-13.41,False
2018,Miami (OH),Mid-American,6.0,6.0,-0.7,79.0,31.029899999999994,103.0,0.0,114.0,0,114.0,105,26.0,12.0,0.6488,63.0,,,0.78,61.0,-1.68,0.86,False
2018,UNLV,Mountain West,4.0,8.0,-11.1,106.0,30.9426,104.0,0.0194,78.0,2,74.0,103,18.0,95.0,0.7806,32.0,,,-9.46,103.0,2.9,-9.57,False
2018,Kent State,Mid-American,2.0,10.0,-20.4,124.0,30.7288,105.0,0.0208,75.0,2,74.0,96,26.0,12.0,0.9711,3.0,,,-18.37,123.0,-7.11,-10.79,False
2018,Boise State,Pac-12,10.0,3.0,12.2,28.0,30.7169,106.0,0.022,74.0,2,74.0,91,24.0,20.0,0.5313,84.0,701.2801269744739,25.0,14.25,16.0,9.5,6.72,False
2018,Troy,Sun Belt,10.0,3.0,2.6,62.0,30.635399999999994,107.0,0.0179,89.0,2,74.0,112,23.0,25.0,0.4092,101.0,,,4.79,41.0,-1.13,3.99,False
2018,UTSA,American Athletic,3.0,9.0,-22.1,127.0,30.360699999999998,108.0,0.0174,92.0,2,74.0,115,20.0,66.0,0.0588,130.0,,,-19.41,124.0,-16.18,-4.59,False
2018,Oklahoma State,Big 12,7.0,6.0,13.8,22.0,29.9949,109.0,0.051,43.0,5,43.0,98,20.0,66.0,0.2867,120.0,732.0375406395157,18.0,17.15,6.0,15.05,1.22,False
2018,South Alabama,Sun Belt,3.0,9.0,-17.7,117.0,29.8679,110.0,0.0089,106.0,1,94.0,112,22.0,41.0,0.6482,64.0,,,-14.13,112.0,-2.34,-11.78,False
2018,Air Force,Mountain West,5.0,7.0,-1.8,85.0,29.493699999999997,111.0,0.0072,112.0,1,94.0,138,12.0,125.0,0.6476,65.0,,,2.45,55.0,2.7,-0.67,False
2018,Kansas,Big 12,3.0,9.0,-10.0,100.0,29.335,112.0,0.0278,66.0,3,62.0,108,19.0,81.0,0.8645,13.0,481.20588992869614,69.0,-5.47,93.0,-4.46,-1.24,False
2018,California,ACC,7.0,6.0,3.9,55.0,28.9243,113.0,0.0583,41.0,6,40.0,103,23.0,25.0,0.8739,11.0,492.48960205846845,67.0,9.17,28.0,-7.69,15.41,False
2018,North Texas,American Athletic,9.0,4.0,2.1,65.0,28.914599999999997,114.0,0.019,81.0,2,74.0,105,22.0,41.0,0.7416,42.0,,,7.39,35.0,3.22,1.51,False
2018,Louisiana Tech,Sun Belt,8.0,5.0,-6.9,94.0,28.7858,115.0,0.0206,76.0,2,74.0,97,24.0,20.0,0.7456,41.0,,,-1.38,74.0,-3.87,4.12,False
2018,Eastern Michigan,Mid-American,7.0,6.0,-2.0,86.0,28.179100000000002,116.0,0.0265,68.0,3,62.0,113,20.0,66.0,0.1402,129.0,,,4.61,43.0,0.18,5.52,False
2018,Bowling Green,Mid-American,3.0,9.0,-22.0,126.0,28.165599999999998,117.0,0.0189,82.0,2,74.0,106,15.0,118.0,0.5934,74.0,,,-15.37,114.0,-0.61,-12.27,False
2018,Charlotte,American Athletic,5.0,7.0,-18.5,118.0,27.069,118.0,0.0,114.0,0,114.0,113,19.0,81.0,1.2368,2.0,,,-9.89,104.0,-9.32,-0.96,False
2018,Akron,Mid-American,4.0,8.0,-19.3,120.0,27.0616,119.0,0.0,114.0,0,114.0,116,20.0,66.0,0.338,111.0,,,-10.68,105.0,-12.41,1.55,False
2018,UTEP,Mountain West,1.0,11.0,-26.6,130.0,26.2696,120.0,0.0254,70.0,3,62.0,118,21.0,59.0,0.3011,117.0,,,-16.56,118.0,-11.5,-3.89,False
2018,San José State,Mountain West,1.0,11.0,-17.1,115.0,26.003500000000003,121.0,0.018,88.0,2,74.0,111,21.0,59.0,0.9383,6.0,,,-6.58,95.0,-6.06,-1.27,False
2018,Arkansas State,Sun Belt,8.0,5.0,1.2,72.0,25.261799999999997,122.0,0.024,72.0,3,62.0,125,23.0,25.0,0.7086,50.0,,,13.06,20.0,7.2,6.14,False
2018,Hawai'i,Mountain West,8.0,6.0,-10.4,103.0,23.9761,123.0,0.0,114.0,0,114.0,116,19.0,81.0,0.2965,118.0,,,3.77,48.0,7.96,-4.39,False
2018,New Mexico State,Conference USA,3.0,9.0,-20.2,123.0,23.835699999999996,124.0,0.0,114.0,0,114.0,107,23.0,25.0,0.3023,116.0,,,-5.78,94.0,-2.21,-2.77,False
2018,UAB,American Athletic,11.0,3.0,-0.3,75.0,23.6632,125.0,0.0079,111.0,1,94.0,127,4.0,130.0,0.9533,4.0,,,14.43,15.0,2.84,10.97,False
2018,New Mexico,Mountain West,3.0,9.0,-9.5,99.0,23.5865,126.0,0.008,110.0,1,94.0,125,17.0,104.0,0.7892,29.0,,,5.37,38.0,2.61,-0.27,False
2018,Kansas State,Big 12,5.0,7.0,-0.5,77.0,23.276300000000003,127.0,0.0096,101.0,1,94.0,104,18.0,95.0,0.4592,98.0,402.1673466450754,75.0,14.93,12.0,6.29,8.19,False
2018,BYU,Big 12,7.0,6.0,6.2,46.0,22.2526,128.0,0.0244,71.0,3,62.0,123,27.0,6.0,0.8529,16.0,497.5986030435237,66.0,23.47,3.0,8.91,14.24,False
2018,Utah State,Pac-12,11.0,2.0,14.2,21.0,18.566,129.0,0.0089,106.0,1,94.0,112,23.0,25.0,0.6856,54.0,774.6402233023991,7.0,38.1,1.0,19.63,17.1,False
2018,Liberty,Conference USA,6.0,6.0,-19.7,121.0,15.82,130.0,0.0,114.0,0,114.0,99,16.0,111.0,0.7329,46.0,,,9.13,29.0,10.9,0.18,False
2019,Alabama,SEC,11.0,2.0,32.4,3.0,38.8816,1.0,0.5397,1.0,68,1.0,126,22.0,81.0,0.6963,48.0,647.3926797020349,42.0,14.46,12.0,12.12,3.58,False
2019,Ohio State,Big Ten,13.0,1.0,35.4,1.0,38.828199999999995,2.0,0.464,2.0,58,2.0,125,32.0,6.0,0.2807,116.0,666.5608537890618,35.0,17.66,4.0,8.9,7.7,False
2019,Georgia,SEC,12.0,2.0,26.8,5.0,38.724900000000005,3.0,0.4394,3.0,58,2.0,132,29.0,22.0,0.5716,70.0,555.8660284130419,59.0,9.45,27.0,-1.13,8.51,False
2019,LSU,SEC,15.0,0.0,33.1,2.0,37.9691,4.0,0.4,5.0,46,5.0,115,32.0,6.0,0.8599,10.0,718.7443064598592,20.0,18.62,3.0,14.77,2.38,False
2019,USC,Big Ten,8.0,5.0,13.1,22.0,37.957,5.0,0.3784,7.0,42,10.0,111,22.0,81.0,0.9275,4.0,713.1634411124064,22.0,-1.34,72.0,4.89,-6.6,False
2019,Texas,SEC,8.0,5.0,12.0,26.0,37.7754,6.0,0.3846,6.0,45,6.0,117,18.0,119.0,0.7079,43.0,596.8829823072713,53.0,-1.75,74.0,4.88,-8.02,False
2019,Florida State,ACC,6.0,7.0,1.8,57.0,37.7522,7.0,0.3684,11.0,42,10.0,114,26.0,45.0,0.526,84.0,669.012235237984,34.0,-11.86,112.0,-3.58,-6.57,False
2019,Oklahoma,SEC,12.0,2.0,22.9,8.0,37.638000000000005,8.0,0.4034,4.0,48,4.0,119,28.0,26.0,0.3627,107.0,793.8488004663884,6.0,9.67,25.0,12.5,-4.13,False
2019,Clemson,ACC,14.0,1.0,28.1,4.0,37.5363,9.0,0.3277,13.0,39,15.0,119,30.0,14.0,0.8203,15.0,736.1262482582432,14.0,15.26,11.0,10.06,6.38,False
2019,Michigan,Big Ten,9.0,4.0,20.7,10.0,37.4813,10.0,0.2789,18.0,41,12.0,147,27.0,36.0,0.7538,27.0,673.1052581092847,31.0,8.07,29.0,2.35,5.09,False
2019,Texas A&M,SEC,8.0,5.0,15.0,21.0,37.4071,11.0,0.3333,12.0,44,9.0,132,26.0,45.0,0.6489,55.0,626.7998234267607,47.0,2.65,51.0,0.77,1.85,False
2019,Penn State,Big Ten,11.0,2.0,24.3,6.0,37.34,12.0,0.375,9.0,45,6.0,120,17.0,126.0,0.3916,103.0,694.8445833827516,25.0,12.2,18.0,4.38,5.69,False
2019,Florida,SEC,11.0,2.0,24.0,7.0,37.286199999999994,13.0,0.313,16.0,36,16.0,115,26.0,45.0,0.8624,8.0,720.8130366858041,19.0,12.1,19.0,4.76,6.0,False
2019,Notre Dame,FBS Independents,11.0,2.0,17.7,19.0,37.2346,14.0,0.375,9.0,45,6.0,120,22.0,81.0,0.659,54.0,,,6.0,34.0,2.84,3.11,False
2019,Miami,ACC,6.0,7.0,9.6,32.0,37.1871,15.0,0.3214,14.0,36,16.0,112,24.0,62.0,0.4926,89.0,664.735623659041,36.0,-1.92,75.0,-6.88,6.1,False
2019,Auburn,SEC,9.0,4.0,21.0,9.0,37.1602,16.0,0.32,15.0,40,13.0,125,29.0,22.0,0.4238,97.0,598.9644870870768,51.0,9.58,26.0,1.06,6.86,False
2019,Tennessee,SEC,8.0,5.0,10.8,29.0,37.045500000000004,17.0,0.25,20.0,31,19.0,124,31.0,10.0,0.862,9.0,522.5559383629716,67.0,-0.18,66.0,-4.85,4.6,False
2019,Washington,Big Ten,8.0,5.0,18.3,16.0,36.9634,18.0,0.3774,8.0,40,13.0,106,25.0,58.0,0.5563,76.0,650.3666142796069,40.0,7.63,31.0,2.78,2.67,False
2019,Oregon,Big Ten,12.0,2.0,19.0,15.0,36.9546,19.0,0.2906,17.0,34,18.0,117,28.0,26.0,0.7248,36.0,774.5964882186244,10.0,8.36,28.0,3.09,6.69,False
2019,Stanford,ACC,4.0,8.0,-4.7,88.0,36.8288,20.0,0.2788,19.0,29,20.0,104,24.0,62.0,0.597,63.0,524.6251102082467,66.0,-14.86,120.0,-5.11,-9.75,False
2019,South Carolina,SEC,4.0,8.0,4.8,46.0,36.406,21.0,0.2155,21.0,25,21.0,116,28.0,26.0,0.7174,38.0,529.1257934314685,65.0,-3.76,85.0,-8.23,2.53,False
2019,UCLA,Big Ten,4.0,8.0,-3.9,78.0,36.1482,22.0,0.175,22.0,21,22.0,120,28.0,26.0,0.5576,75.0,577.4843558324951,56.0,-11.48,110.0,-2.82,-8.64,False
2019,Mississippi State,SEC,6.0,7.0,3.5,50.0,35.9424,23.0,0.1513,26.0,18,25.0,119,26.0,45.0,0.5467,79.0,670.154460327237,33.0,-3.3,80.0,2.2,-4.41,False
2019,Wisconsin,Big Ten,10.0,4.0,20.3,11.0,35.835100000000004,24.0,0.1207,31.0,14,31.0,116,26.0,45.0,0.7072,44.0,802.5702583732838,4.0,13.9,13.0,6.98,8.11,False
2019,Nebraska,Big Ten,5.0,7.0,2.6,54.0,35.812999999999995,25.0,0.1161,33.0,18,25.0,155,26.0,45.0,0.7048,45.0,598.8317725936548,52.0,-3.71,84.0,1.51,-2.84,False
2019,Ole Miss,SEC,4.0,8.0,2.9,52.0,35.78830000000001,26.0,0.1379,29.0,16,29.0,116,21.0,94.0,0.2791,117.0,677.400629955249,30.0,-3.32,81.0,-2.05,0.81,False
2019,Arkansas,SEC,2.0,10.0,-10.6,108.0,35.7456,27.0,0.157,23.0,19,23.0,121,33.0,4.0,0.3759,105.0,496.6569416002791,72.0,-16.66,123.0,-8.88,-7.6,False
2019,Kentucky,SEC,8.0,5.0,9.1,34.0,35.7329,28.0,0.1532,25.0,17,27.0,111,21.0,94.0,0.6036,62.0,550.2625292929472,60.0,3.09,49.0,-0.46,2.53,False
2019,Maryland,Big Ten,3.0,9.0,-6.3,94.0,35.711,29.0,0.1495,27.0,16,29.0,107,24.0,62.0,0.7344,34.0,517.0890372417794,68.0,-12.23,113.0,-4.23,-5.53,False
2019,North Carolina,ACC,7.0,6.0,10.3,30.0,35.69540000000001,30.0,0.1157,34.0,14,31.0,121,27.0,36.0,0.5402,80.0,728.3665152405275,16.0,4.43,41.0,4.6,0.2,False
2019,Virginia Tech,ACC,8.0,5.0,8.0,38.0,35.6322,31.0,0.1545,24.0,19,23.0,123,20.0,107.0,0.7421,32.0,724.3528827705577,18.0,2.37,52.0,-0.5,1.63,False
2019,NC State,ACC,4.0,8.0,-6.3,94.0,35.5473,32.0,0.1429,28.0,17,27.0,119,17.0,126.0,0.1353,128.0,563.880060475713,57.0,-11.61,111.0,-8.27,-4.59,False
2019,Arizona State,Big 12,8.0,5.0,6.3,43.0,35.498000000000005,33.0,0.1171,32.0,13,35.0,111,19.0,113.0,0.4065,100.0,680.2492848338673,28.0,1.18,58.0,-2.19,1.51,False
2019,TCU,Big 12,5.0,7.0,6.7,42.0,35.4923,34.0,0.1138,35.0,14,31.0,123,17.0,126.0,0.509,88.0,537.7055927909543,63.0,1.6,56.0,-1.38,2.33,False
2019,Michigan State,Big Ten,7.0,6.0,7.2,41.0,35.4645,35.0,0.0924,38.0,11,37.0,119,28.0,26.0,0.9169,5.0,711.7928791119485,23.0,2.21,54.0,-5.73,9.18,False
2019,Illinois,Big Ten,6.0,7.0,0.6,60.0,35.3657,36.0,0.1308,30.0,14,31.0,107,37.0,1.0,0.6317,60.0,638.3490522609799,45.0,-4.02,87.0,-5.58,-0.31,False
2019,Oklahoma State,Big 12,8.0,5.0,8.7,36.0,35.35,37.0,0.0948,37.0,11,37.0,116,18.0,119.0,0.4306,95.0,658.3448181489396,37.0,4.14,44.0,5.05,-0.68,False
2019,Louisville,ACC,8.0,5.0,0.2,61.0,35.3069,38.0,0.1101,36.0,12,36.0,109,29.0,22.0,0.7135,40.0,636.3722881172625,46.0,-4.2,89.0,4.72,-7.99,False
2019,Baylor,Big 12,11.0,3.0,17.8,18.0,35.2987,39.0,0.075,41.0,9,40.0,120,24.0,62.0,0.7664,25.0,782.6397548578238,9.0,13.43,14.0,4.83,8.33,False
2019,Georgia Tech,ACC,3.0,9.0,-12.0,111.0,35.217200000000005,40.0,0.0847,39.0,10,39.0,118,22.0,81.0,0.4842,90.0,548.9557629684764,61.0,-16.06,122.0,-10.94,-3.1,False
2019,Iowa,Big Ten,10.0,3.0,16.7,20.0,35.2123,41.0,0.072,44.0,9,40.0,125,25.0,58.0,0.2234,123.0,647.5351167039812,41.0,12.66,16.0,0.27,10.61,False
2019,Minnesota,Big Ten,11.0,2.0,19.4,13.0,35.1318,42.0,0.075,41.0,9,40.0,120,22.0,81.0,1.0037,2.0,613.159877084233,50.0,15.67,10.0,10.2,6.37,False
2019,Duke,ACC,5.0,7.0,-1.8,68.0,35.072599999999994,43.0,0.0642,47.0,7,47.0,109,28.0,26.0,0.2888,114.0,594.019243630081,54.0,-5.31,93.0,-9.81,3.1,False
2019,Missouri,SEC,6.0,6.0,7.8,39.0,35.0359,44.0,0.069,45.0,8,45.0,116,33.0,4.0,0.4264,96.0,500.4935884135668,71.0,4.43,41.0,-4.95,9.07,False
2019,Pittsburgh,ACC,8.0,5.0,4.1,48.0,34.996399999999994,45.0,0.0526,52.0,6,50.0,114,32.0,6.0,0.5189,87.0,764.9467144504874,12.0,0.88,60.0,-8.99,10.26,False
2019,Cincinnati,Big 12,11.0,3.0,9.1,34.0,34.9686,46.0,0.0508,54.0,6,50.0,118,26.0,45.0,0.8203,15.0,735.0013545912963,15.0,5.98,35.0,-0.24,5.21,False
2019,West Virginia,Big 12,5.0,7.0,-7.0,97.0,34.9645,47.0,0.0769,40.0,9,40.0,117,28.0,26.0,0.2692,118.0,646.3115715410809,43.0,-10.1,107.0,-6.44,-2.78,False
2019,Purdue,Big Ten,4.0,8.0,-0.7,64.0,34.881099999999996,48.0,0.066,46.0,7,47.0,106,24.0,62.0,0.3921,102.0,543.4394489959559,62.0,-3.48,82.0,1.6,-4.51,False
2019,Utah,Big 12,11.0,3.0,19.5,12.0,34.8358,49.0,0.0635,49.0,8,45.0,126,25.0,58.0,0.9592,3.0,811.844092361494,2.0,16.89,6.0,7.37,9.59,False
2019,UCF,Big 12,10.0,3.0,19.1,14.0,34.825199999999995,50.0,0.0331,67.0,4,60.0,121,27.0,36.0,0.814,18.0,810.7739780847858,3.0,16.53,7.0,8.19,8.51,False
2019,Northwestern,Big Ten,3.0,9.0,-5.5,91.0,34.802499999999995,51.0,0.0374,62.0,4,60.0,107,22.0,81.0,0.2877,115.0,494.6618043595683,74.0,-7.99,102.0,-12.58,6.66,False
2019,Oregon State,Pac-12,5.0,7.0,-0.7,64.0,34.7933,52.0,0.0738,43.0,9,40.0,122,21.0,94.0,0.7695,24.0,693.9729450458092,26.0,-3.15,79.0,4.74,-6.12,False
2019,California,ACC,8.0,5.0,-2.6,74.0,34.7743,53.0,0.0642,47.0,7,47.0,109,21.0,94.0,0.5522,77.0,655.7860236513707,38.0,-4.98,91.0,-5.23,2.02,False
2019,Indiana,Big Ten,8.0,5.0,12.8,23.0,34.7655,54.0,0.0417,58.0,5,55.0,120,20.0,107.0,0.8196,17.0,621.0004397471328,48.0,10.45,21.0,6.58,2.93,False
2019,Vanderbilt,SEC,3.0,9.0,-10.4,106.0,34.7541,55.0,0.055,50.0,6,50.0,109,21.0,94.0,0.593,66.0,461.55283259396816,75.0,-12.7,116.0,-7.2,-6.84,False
2019,Colorado,Big 12,5.0,7.0,-4.1,81.0,34.7136,56.0,0.0357,64.0,4,60.0,112,21.0,94.0,0.8544,11.0,496.587722277586,73.0,-6.25,97.0,1.16,-7.86,False
2019,Iowa State,Big 12,7.0,6.0,12.6,24.0,34.6235,57.0,0.0388,59.0,5,55.0,129,26.0,45.0,0.5739,69.0,756.7192644316625,13.0,10.79,20.0,3.01,7.53,False
2019,Arizona,Big 12,4.0,8.0,-8.0,100.0,34.5996,58.0,0.0435,56.0,5,55.0,115,28.0,26.0,0.583,68.0,652.712793668682,39.0,-9.72,106.0,1.35,-9.02,False
2019,Houston,Big 12,4.0,8.0,-4.3,82.0,34.5976,59.0,0.0531,51.0,6,50.0,113,28.0,26.0,0.8827,7.0,616.8248565130932,49.0,-6.01,95.0,0.85,-8.32,False
2019,Boston College,ACC,6.0,7.0,-5.7,92.0,34.5586,60.0,0.0377,61.0,4,60.0,106,22.0,81.0,0.6661,52.0,849.2534565532419,1.0,-7.26,99.0,2.61,-8.24,False
2019,Syracuse,ACC,5.0,7.0,-3.0,77.0,34.5315,61.0,0.0367,63.0,4,60.0,109,24.0,62.0,0.3766,104.0,765.012543843481,11.0,-4.46,90.0,-4.15,-2.38,False
2019,Rutgers,Big Ten,2.0,10.0,-14.6,117.0,34.519000000000005,62.0,0.0328,69.0,4,60.0,122,20.0,107.0,0.1001,129.0,510.2580383132532,69.0,-16.01,121.0,-11.23,-4.55,False
2019,Virginia,ACC,9.0,5.0,6.3,43.0,34.50919999999999,63.0,0.0077,119.0,1,101.0,130,27.0,36.0,0.7591,26.0,703.6359134267109,24.0,4.93,37.0,1.79,2.07,False
2019,Texas Tech,Big 12,4.0,8.0,2.7,53.0,34.4267,64.0,0.0345,65.0,4,60.0,116,27.0,36.0,0.5632,73.0,679.158234648707,29.0,1.64,55.0,4.02,-3.76,False
2019,Washington State,Pac-12,6.0,7.0,11.1,28.0,34.400999999999996,65.0,0.0331,67.0,4,60.0,121,21.0,94.0,0.4563,94.0,592.0211636120636,55.0,10.14,22.0,13.26,-5.61,False
2019,Wake Forest,ACC,8.0,5.0,2.0,55.0,34.3814,66.0,0.0275,77.0,3,72.0,109,22.0,81.0,0.6781,50.0,787.497137739774,8.0,1.11,59.0,0.99,-1.07,False
2019,Memphis,American Athletic,12.0,2.0,18.0,17.0,34.3671,67.0,0.0522,53.0,6,50.0,115,30.0,14.0,0.7014,47.0,,,17.16,5.0,11.12,4.16,False
2019,Boise State,Pac-12,12.0,2.0,8.1,37.0,34.1549,68.0,0.0288,73.0,3,72.0,104,31.0,10.0,0.3312,110.0,801.6906845327771,5.0,8.07,29.0,4.86,3.0,False
2019,SMU,ACC,10.0,3.0,4.4,47.0,34.095,69.0,0.0294,72.0,4,60.0,136,36.0,2.0,0.7488,29.0,790.8134124056853,7.0,4.59,40.0,6.65,-0.17,False
2019,South Florida,American Athletic,4.0,8.0,-9.8,103.0,34.015299999999996,70.0,0.0093,103.0,1,101.0,108,19.0,113.0,0.7434,31.0,,,-9.3,105.0,-7.42,0.89,False
2019,Florida Atlantic,American Athletic,11.0,3.0,-0.6,63.0,33.9531,71.0,0.0242,81.0,3,72.0,124,27.0,36.0,0.5211,85.0,,,0.13,64.0,0.88,-1.08,False
2019,Kansas State,Big 12,8.0,5.0,6.0,45.0,33.8746,72.0,0.0,120.0,0,120.0,126,23.0,72.0,0.187,126.0,560.3598415530798,58.0,7.03,32.0,1.2,3.79,False
2019,Toledo,Mid-American,6.0,6.0,-13.7,114.0,33.8049,73.0,0.0,120.0,0,120.0,115,21.0,94.0,0.5619,74.0,,,-12.41,114.0,-1.89,-9.67,False
2019,East Carolina,American Athletic,4.0,8.0,-14.0,116.0,33.754000000000005,74.0,0.0286,74.0,3,72.0,105,23.0,72.0,0.7964,19.0,,,-12.51,115.0,-3.41,-9.26,False
2019,Colorado State,Pac-12,4.0,8.0,-3.9,78.0,33.7149,75.0,0.0172,97.0,2,82.0,116,21.0,94.0,0.2518,120.0,643.9269629267425,44.0,-2.27,76.0,-1.24,-1.18,False
2019,Marshall,Sun Belt,8.0,5.0,-1.9,69.0,33.676899999999996,76.0,0.0179,90.0,2,82.0,112,23.0,72.0,0.6728,51.0,,,-0.12,65.0,-3.48,2.4,False
2019,Georgia Southern,Sun Belt,7.0,6.0,-4.5,86.0,33.65820000000001,77.0,0.0308,70.0,4,60.0,130,30.0,14.0,0.7512,28.0,,,-2.65,78.0,-5.05,1.64,False
2019,Florida International,Conference USA,6.0,7.0,-7.0,97.0,33.6479,78.0,0.0278,76.0,3,72.0,108,26.0,45.0,0.7885,22.0,,,-5.11,92.0,-5.24,-0.34,False
2019,Louisiana Tech,Sun Belt,10.0,3.0,0.2,61.0,33.6099,79.0,0.0194,83.0,2,82.0,103,31.0,10.0,0.7348,33.0,,,2.23,53.0,-1.88,4.14,False
2019,Kansas,Big 12,3.0,9.0,-9.8,103.0,33.565200000000004,80.0,0.0435,56.0,5,55.0,115,23.0,72.0,0.415,98.0,509.10416257166764,70.0,-7.6,100.0,-0.9,-5.57,False
2019,San Diego State,Pac-12,10.0,3.0,2.0,55.0,33.5608,81.0,0.0,120.0,0,120.0,111,19.0,113.0,0.5884,67.0,693.2379792677208,27.0,4.22,43.0,-10.5,12.64,False
2019,Tulane,American Athletic,7.0,6.0,7.5,40.0,33.5587,82.0,0.0093,103.0,1,101.0,107,31.0,10.0,0.6147,61.0,,,9.73,24.0,6.01,3.34,False
2019,BYU,Big 12,7.0,6.0,1.3,59.0,33.4132,83.0,0.0244,80.0,3,72.0,123,27.0,36.0,0.7435,30.0,717.3688698463376,21.0,4.08,45.0,1.74,3.34,False
2019,Louisiana,Sun Belt,11.0,3.0,9.6,32.0,33.4132,83.0,0.015,99.0,2,82.0,133,28.0,26.0,0.6642,53.0,,,12.38,17.0,9.84,1.24,False
2019,Fresno State,Pac-12,4.0,8.0,-4.0,80.0,33.4118,85.0,0.0179,90.0,2,82.0,112,22.0,81.0,0.3126,113.0,671.1954514806582,32.0,-1.22,69.0,3.74,-4.05,False
2019,Temple,American Athletic,8.0,5.0,3.2,51.0,33.4011,86.0,0.0177,94.0,2,82.0,113,26.0,45.0,0.5662,72.0,,,6.02,33.0,-2.24,8.77,False
2019,Troy,Sun Belt,5.0,7.0,-4.4,84.0,33.3317,87.0,0.0179,90.0,2,82.0,112,22.0,81.0,0.4772,91.0,,,-1.31,70.0,5.47,-5.69,False
2019,Tulsa,American Athletic,4.0,8.0,-2.5,73.0,33.3146,88.0,0.0085,111.0,1,101.0,117,24.0,62.0,0.7252,35.0,,,0.65,63.0,-2.1,4.55,False
2019,Nevada,Mountain West,7.0,6.0,-12.3,112.0,33.2485,89.0,0.0254,79.0,3,72.0,118,32.0,6.0,0.5301,83.0,,,-8.9,104.0,-7.2,-2.01,False
2019,Western Michigan,Mid-American,7.0,6.0,-4.9,90.0,33.248400000000004,90.0,0.0,120.0,0,120.0,107,24.0,62.0,0.7105,41.0,,,-1.5,73.0,3.0,-2.61,False
2019,Southern Miss,Sun Belt,7.0,6.0,-4.8,89.0,33.2259,91.0,0.0085,111.0,1,101.0,117,21.0,94.0,1.0548,1.0,,,-1.31,70.0,-2.96,2.23,False
2019,Middle Tennessee,Conference USA,4.0,8.0,-11.3,110.0,33.2238,92.0,0.0179,90.0,2,82.0,112,27.0,36.0,0.4108,99.0,,,-7.8,101.0,0.64,-7.46,False
2019,UNLV,Mountain West,4.0,8.0,-17.4,120.0,33.182500000000005,93.0,0.019,84.0,2,82.0,105,23.0,72.0,0.7958,20.0,,,-13.75,118.0,-7.19,-6.08,False
2019,Western Kentucky,Conference USA,9.0,4.0,1.7,58.0,33.157000000000004,94.0,0.0196,82.0,2,82.0,102,26.0,45.0,0.7105,41.0,,,5.45,36.0,-2.85,8.98,False
2019,North Texas,American Athletic,4.0,8.0,-6.1,93.0,33.1519,95.0,0.0185,86.0,2,82.0,108,21.0,94.0,0.8352,14.0,,,-2.33,77.0,-1.45,-2.51,False
2019,Central Michigan,Mid-American,8.0,6.0,-4.4,84.0,33.0903,96.0,0.0268,78.0,3,72.0,112,18.0,119.0,0.246,121.0,,,-0.4,67.0,-0.35,1.22,False
2019,UTSA,American Athletic,4.0,8.0,-23.7,124.0,32.9829,97.0,0.0177,94.0,2,82.0,113,23.0,72.0,0.2372,122.0,,,-19.29,125.0,-7.28,-11.26,False
2019,App State,Sun Belt,13.0,1.0,11.3,27.0,32.9718,98.0,0.0085,111.0,1,101.0,118,30.0,14.0,0.6861,49.0,,,15.75,9.0,8.14,7.26,False
2019,UL Monroe,Sun Belt,5.0,7.0,-10.7,109.0,32.9645,99.0,0.028,75.0,3,72.0,107,30.0,14.0,0.5961,64.0,,,-6.22,96.0,5.35,-10.32,False
2019,Hawai'i,Mountain West,10.0,5.0,-1.9,69.0,32.9178,100.0,0.0171,98.0,2,82.0,117,19.0,113.0,0.7041,46.0,,,2.75,50.0,8.63,-5.23,False
2019,Old Dominion,Sun Belt,1.0,11.0,-24.4,125.0,32.9079,101.0,0.0442,55.0,5,55.0,113,30.0,14.0,0.2024,124.0,,,-19.71,127.0,-15.46,-3.71,False
2019,Georgia State,Sun Belt,7.0,6.0,-10.5,107.0,32.865,102.0,0.0092,105.0,1,101.0,109,26.0,45.0,0.7225,37.0,,,-5.65,94.0,3.41,-7.72,False
